Instrument_Key,Name,Trading_Symbol,InstrumentType,AssetSymbol,Instrument,TradeDate,TradeHour_IST,TradeMinute,TradingSession,Day_Spread,Hourly_Spread,DailyGain,HourlyGain,Timestamp,ist_ts,HourBucket,Open,High,Low,Close,Volume_S,Volume_H,Volume_L,Volume_D,Value,Total_Buy_Quantity,Total_Sell_Quantity,OpenInterest,ChangeOI,DailyGain_Bucket,HourlyGain_Bucket,Day_Spread_Bucket,Hour_Spread_Bucket,Volume_D_Bucket,Volume_S_Bucket,Volume_H_Bucket,Volume_L_Bucket,OI_Bucket,ChangeOI_Bucket,BuyQty_bin,SellQty_bin,Volume_bin,OpenInterest_bin,Spread_bin,Gain_bin
NSE_FO|54449-20250205,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-05,9,56,Opening Session (9 AM - 10 AM),1.0,151.39999999999964,-0.5,1.2494841957580229,2025-02-05T09:56:00+05:30,2025-02-05T09:56:00,09:00-10:00,12268.4,12268.4,12268.4,12268.4,1000,40600,120,360520,12268400.0,46279000.0,46279000.0,462790000.0,147505590000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,2,1,1,3
NSE_FO|54449-20250205,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-05,9,42,Opening Session (9 AM - 10 AM),1.0,151.39999999999964,-0.5,1.2494841957580229,2025-02-05T09:42:00+05:30,2025-02-05T09:42:00,09:00-10:00,12268.4,12268.4,12268.4,12268.4,1000,40600,120,360520,1472208.0,4966102000.0,4966102000.0,49661020000.0,147559500000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,2,1,2,2
NSE_FO|54449-20250207,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-07,9,29,Opening Session (9 AM - 10 AM),1.0,72.399999999999636,-0.5,0.39074827672119655,2025-02-07T09:29:00+05:30,2025-02-07T09:29:00,09:00-10:00,12041.0,12041.0,12041.0,12041.0,1000,33360,120,341960,12041000.0,17258743000.0,17258743000.0,172587430000.0,147456900000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,2,2
NSE_FO|54449-20250211,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-11,9,44,Opening Session (9 AM - 10 AM),1.0,141.70000000000073,-0.5,-1.1509118406585335,2025-02-11T09:44:00+05:30,2025-02-11T09:44:00,09:00-10:00,11868.85,11868.85,11868.85,11868.85,1000,40200,120,337800,11868850.0,2512306000.0,2512306000.0,25123060000.0,122832720000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,2
NSE_FO|54449-20250211,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-11,9,48,Opening Session (9 AM - 10 AM),1.0,141.70000000000073,-0.5,-1.1509118406585335,2025-02-11T09:48:00+05:30,2025-02-11T09:48:00,09:00-10:00,11770.0,11770.0,11770.0,11770.0,1000,40200,120,337800,1412400.0,19720738000.0,19720738000.0,197207380000.0,172084410000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,3
NSE_FO|54449-20250212,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-12,9,56,Opening Session (9 AM - 10 AM),1.0,246.39999999999964,-0.5,-2.0937214349767985,2025-02-12T09:56:00+05:30,2025-02-12T09:56:00,09:00-10:00,11320.0,11320.0,11320.0,11320.0,1000,31480,120,341720,11320000.0,22181815000.0,22181815000.0,221818150000.0,196698960000.0,Loss 0% to 1%,Hourly Loss 2% to 5%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,1,1
NSE_FO|54449-20250214,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-14,9,33,Opening Session (9 AM - 10 AM),1.0,162.5,-0.5,-1.3297005566491544,2025-02-14T09:33:00+05:30,2025-02-14T09:33:00,09:00-10:00,11349.5,11349.5,11349.5,11349.5,1000,34280,120,320520,1361940.0,43984000.0,43984000.0,439840000.0,98369730000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,2
NSE_FO|54449-20250218,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-18,9,55,Opening Session (9 AM - 10 AM),1.0,143.20000000000073,-0.5,-0.93672566371681731,2025-02-18T09:55:00+05:30,2025-02-18T09:55:00,09:00-10:00,11194.15,11194.15,11194.15,11194.15,1000,35800,120,345480,11194150.0,12338218000.0,12338218000.0,123382180000.0,98275590000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,2,3,4,2
NSE_FO|54449-20250219,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-19,9,45,Opening Session (9 AM - 10 AM),1.0,285.0,-0.5,2.0179372197309418,2025-02-19T09:45:00+05:30,2025-02-19T09:45:00,09:00-10:00,11250.0,11250.0,11250.0,11250.0,1000,34400,120,335400,1350000.0,19718848000.0,19718848000.0,197188480000.0,24630300000.0,Loss 0% to 1%,Hourly Gain 2% to 5%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,1
NSE_FO|54449-20250221,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-21,9,25,Opening Session (9 AM - 10 AM),1.0,117.90000000000146,-0.5,-0.73913043478260865,2025-02-21T09:25:00+05:30,2025-02-21T09:25:00,09:00-10:00,11499.65,11499.65,11499.65,11499.65,1000,32120,120,329280,11499650.0,42481000.0,42481000.0,424810000.0,122947110000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,2,2
NSE_FO|54449-20250225,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-25,9,37,Opening Session (9 AM - 10 AM),1.0,143.85000000000036,-0.5,0.84161382357413417,2025-02-25T09:37:00+05:30,2025-02-25T09:37:00,09:00-10:00,11200.0,11200.0,11200.0,11200.0,1000,30960,120,321960,1344000.0,4961350000.0,4961350000.0,49613500000.0,122929290000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,3,3
NSE_FO|54449-20250225,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-25,9,39,Opening Session (9 AM - 10 AM),1.0,143.85000000000036,-0.5,0.84161382357413417,2025-02-25T09:39:00+05:30,2025-02-25T09:39:00,09:00-10:00,11200.0,11200.0,11200.0,11200.0,1000,30960,120,321960,11200000.0,4961341000.0,4961341000.0,49613410000.0,98310330000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,1,3
NSE_FO|54449-20250228,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-02-28,9,36,Opening Session (9 AM - 10 AM),4.0,140.70000000000073,-0.5,-0.48357764796649066,2025-02-28T09:36:00+05:30,2025-02-28T09:36:00,09:00-10:00,10801.0,10803.5,10799.5,10800.0,2880,27680,120,277080,31104000.0,41131000.0,41131000.0,411310000.0,49194630000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 4% to 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,2
NSE_FO|54449-20250304,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-04,9,34,Opening Session (9 AM - 10 AM),15.400000000001455,190.95000000000073,-0.5,1.1645908912355292,2025-03-04T09:34:00+05:30,2025-03-04T09:34:00,09:00-10:00,10889.95,10889.95,10874.55,10874.55,1440,27120,120,295000,7829675.9999999991,2507797000.0,2507797000.0,25077970000.0,24521130000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,3
NSE_FO|54449-20250304,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-04,9,45,Opening Session (9 AM - 10 AM),1.0,190.95000000000073,-0.5,1.1645908912355292,2025-03-04T09:45:00+05:30,2025-03-04T09:45:00,09:00-10:00,10919.25,10919.25,10919.25,10919.25,1440,27120,120,295000,10919250.0,12335014000.0,12335014000.0,123350140000.0,24559920000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,1,2
NSE_FO|54449-20250305,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-05,9,19,Opening Session (9 AM - 10 AM),28.75,229.64999999999964,0.5,1.9679633867276887,2025-03-05T09:19:00+05:30,2025-03-05T09:19:00,09:00-10:00,10995.0,11023.75,10995.0,11023.75,1680,28600,120,269160,13228500.0,12334726000.0,12334726000.0,123347260000.0,73810080000.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,4,4
NSE_FO|54449-20250305,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-05,9,24,Opening Session (9 AM - 10 AM),15.450000000000728,229.64999999999964,0.5,1.9679633867276887,2025-03-05T09:24:00+05:30,2025-03-05T09:24:00,09:00-10:00,11034.5,11049.95,11034.5,11049.95,1680,28600,120,269160,6629970.0,17252668000.0,17252668000.0,172526680000.0,232716900.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,4,4
NSE_FO|54449-20250306,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-06,9,35,Opening Session (9 AM - 10 AM),1.0,81.649999999999636,-0.5,-0.2068512303017109,2025-03-06T09:35:00+05:30,2025-03-06T09:35:00,09:00-10:00,11300.0,11300.0,11300.0,11300.0,2520,30280,120,288840,1356000.0,22176694000.0,22176694000.0,221766940000.0,196695720000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,3
NSE_FO|54449-20250306,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-06,9,31,Opening Session (9 AM - 10 AM),21.5,81.649999999999636,-0.5,-0.2068512303017109,2025-03-06T09:31:00+05:30,2025-03-06T09:31:00,09:00-10:00,11299.85,11299.85,11278.35,11278.35,2520,30280,120,288840,6767010.0,39844000.0,39844000.0,398440000.0,192528100.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,2
NSE_FO|54449-20250307,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-07,9,23,Opening Session (9 AM - 10 AM),7.1000000000003638,90.5,-0.5,0.35714285714285715,2025-03-07T09:23:00+05:30,2025-03-07T09:23:00,09:00-10:00,11212.2,11212.2,11205.1,11205.1,2280,29680,120,304120,2689224.0,19714933000.0,19714933000.0,197149330000.0,73809360000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,4
NSE_FO|54449-20250310,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-10,9,42,Opening Session (9 AM - 10 AM),1.0,76.949999999998909,-0.5,-0.2233662449998475,2025-03-10T09:42:00+05:30,2025-03-10T09:42:00,09:00-10:00,11200.0,11200.0,11200.0,11200.0,2400,32640,120,282440,11200000.0,39205000.0,39205000.0,392050000.0,196753050000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,2,2
NSE_FO|54449-20250310,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-10,9,30,Opening Session (9 AM - 10 AM),3.8999999999996362,76.949999999998909,0.5,-0.2233662449998475,2025-03-10T09:30:00+05:30,2025-03-10T09:30:00,09:00-10:00,11184.6,11188.5,11184.6,11188.5,2400,32640,120,282440,4027860.0,7413391000.0,7413391000.0,74133910000.0,49201560000.0,Gain 0% to 1%,Hourly Loss 0% to 2%,Day Spread 3% to 4%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,2,2,1,2,4,4
NSE_FO|54449-20250310,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-10,9,20,Opening Session (9 AM - 10 AM),1.0,76.949999999998909,-0.5,-0.2233662449998475,2025-03-10T09:20:00+05:30,2025-03-10T09:20:00,09:00-10:00,11183.2,11183.2,11183.2,11183.2,2400,32640,120,282440,11183200.0,14789800000.0,14789800000.0,147898000000.0,147505770000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,3,3
NSE_FO|54449-20250317,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-17,9,18,Opening Session (9 AM - 10 AM),1.0,115.04999999999927,-0.5,0.69872207410131471,2025-03-17T09:18:00+05:30,2025-03-17T09:18:00,09:00-10:00,10898.2,10898.2,10898.2,10898.2,1440,25080,120,265640,10898200.0,37855000.0,37855000.0,378550000.0,11841900.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,1,4
NSE_FO|54449-20250318,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-18,9,25,Opening Session (9 AM - 10 AM),14.700000000000728,121.89999999999964,0.5,0.8094514829333066,2025-03-18T09:25:00+05:30,2025-03-18T09:25:00,09:00-10:00,11030.0,11044.7,11030.0,11044.7,3360,34840,120,335120,19880460.0,9874009000.0,9874009000.0,98740090000.0,24579450000.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,2,2,1,2,4,4
NSE_FO|54449-20250319,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-19,9,18,Opening Session (9 AM - 10 AM),24.850000000000364,115.04999999999927,0.5,0.66018052645392222,2025-03-19T09:18:00+05:30,2025-03-19T09:18:00,09:00-10:00,11269.5,11294.35,11269.5,11294.15,5640,47800,120,263360,20329470.0,17249446000.0,17249446000.0,172494460000.0,172123830000.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,4,4
NSE_FO|54449-20250319,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-19,9,20,Opening Session (9 AM - 10 AM),26.150000000001455,115.04999999999927,-0.5,0.66018052645392222,2025-03-19T09:20:00+05:30,2025-03-19T09:20:00,09:00-10:00,11287.2,11287.2,11261.05,11261.9,5640,47800,120,263360,13514280.0,2504611000.0,2504611000.0,25046110000.0,24519330000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 25K to 50K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,1
NSE_FO|54449-20250320,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-20,9,34,Opening Session (9 AM - 10 AM),11.300000000001091,130.39999999999964,0.5,-0.60043572984749138,2025-03-20T09:34:00+05:30,2025-03-20T09:34:00,09:00-10:00,11509.0,11514.95,11503.65,11514.95,7680,54560,120,283120,9672558.0,19712575000.0,19712575000.0,197125750000.0,147563910000.0,Gain 0% to 1%,Hourly Loss 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 50K to 1L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,4
NSE_FO|54449-20250320,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-20,9,42,Opening Session (9 AM - 10 AM),1.5,130.39999999999964,-0.5,-0.60043572984749138,2025-03-20T09:42:00+05:30,2025-03-20T09:42:00,09:00-10:00,11495.0,11495.0,11493.5,11493.5,7680,54560,120,283120,31722060.0,19712566000.0,19712566000.0,197125660000.0,73813590000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread 1% to 2%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 50K to 1L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,1
NSE_FO|54449-20250320,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-20,9,36,Opening Session (9 AM - 10 AM),11.049999999999272,130.39999999999964,0.5,-0.60043572984749138,2025-03-20T09:36:00+05:30,2025-03-20T09:36:00,09:00-10:00,11507.5,11513.75,11502.7,11513.75,7680,54560,120,283120,20724750.0,2504287000.0,2504287000.0,25042870000.0,98269290000.0,Gain 0% to 1%,Hourly Loss 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 50K to 1L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,4
NSE_FO|54449-20250321,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-21,9,21,Opening Session (9 AM - 10 AM),9.6499999999996362,149.85000000000036,-0.5,1.1312752477676844,2025-03-21T09:21:00+05:30,2025-03-21T09:21:00,09:00-10:00,11455.95,11456.25,11446.6,11448.05,9600,72840,120,303360,17858958.0,19712242000.0,19712242000.0,197122420000.0,98392590000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 50K to 1L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,4,4,1,4,4,4
NSE_FO|54449-20250321,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-21,9,38,Opening Session (9 AM - 10 AM),2.3999999999996362,149.85000000000036,-0.5,1.1312752477676844,2025-03-21T09:38:00+05:30,2025-03-21T09:38:00,09:00-10:00,11537.0,11538.6,11536.2,11536.2,9600,72840,120,303360,22149504.0,36262000.0,36262000.0,362620000.0,24677370000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 2% to 3%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume 50K to 1L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,2
NSE_FO|54449-20250325,MIDCPNIFTY,MIDCPNIFTY FUT 24 APR 25,FUT,MIDCPNIFTY,NSE_FO|54449,2025-03-25,9,21,Opening Session (9 AM - 10 AM),5.8000000000010914,121.60000000000036,-0.5,-0.20757962161200402,2025-03-25T09:21:00+05:30,2025-03-25T09:21:00,09:00-10:00,11773.95,11776.35,11770.55,11773.5,21120,214560,360,915480,28256400.0,9872272000.0,9872272000.0,98722720000.0,49170690000.0,Loss 0% to 1%,Hourly Loss 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 5L to 10L,Max Volume 10K to 50K,Hour Volume 1L to 5L,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,2,2,4,2,4,1
NSE_FO|54452-20250131,NIFTY,NIFTY FUT 24 APR 25,FUT,NIFTY,NSE_FO|54452,2025-01-31,9,34,Opening Session (9 AM - 10 AM),2.0999999999985448,90.0,-0.5,0.352879139422069,2025-01-31T09:34:00+05:30,2025-01-31T09:34:00,09:00-10:00,23744.35,23745.0,23742.9,23742.9,1350,21875,75,175475,7122870.0,12661732000.0,12661732000.0,126617320000.0,49222890000.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 2% to 3%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume Upto 25K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,4,2
NSE_FO|54452-20250131,NIFTY,NIFTY FUT 24 APR 25,FUT,NIFTY,NSE_FO|54452,2025-01-31,9,53,Opening Session (9 AM - 10 AM),3.2000000000007276,90.0,-0.5,0.352879139422069,2025-01-31T09:53:00+05:30,2025-01-31T09:53:00,09:00-10:00,23773.0,23773.0,23769.8,23769.8,1350,21875,75,175475,10696410.0,15116455000.0,15116455000.0,151164550000.0,152930500.0,Loss 0% to 1%,Hourly Gain 0% to 2%,Day Spread 3% to 4%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume Upto 25K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,3,3,1,3,4,4
NSE_FO|54452-20250131,NIFTY,NIFTY FUT 24 APR 25,FUT,NIFTY,NSE_FO|54452,2025-01-31,9,33,Opening Session (9 AM - 10 AM),8.30000000000291,90.0,0.5,0.352879139422069,2025-01-31T09:33:00+05:30,2025-01-31T09:33:00,09:00-10:00,23742.35,23750.65,23742.35,23750.0,1350,21875,75,175475,10687500.0,7739443000.0,7739443000.0,77394430000.0,123046200000.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread More than 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume Upto 25K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,2,2,1,2,4,4
NSE_FO|54452-20250131,NIFTY,NIFTY FUT 24 APR 25,FUT,NIFTY,NSE_FO|54452,2025-01-31,9,59,Opening Session (9 AM - 10 AM),4.0,90.0,0.5,0.352879139422069,2025-01-31T09:59:00+05:30,2025-01-31T09:59:00,09:00-10:00,23786.0,23790.0,23786.0,23788.65,1350,21875,75,175475,12489041.25,366436000.0,366436000.0,3664360000.0,73729710000.0,Gain 0% to 1%,Hourly Gain 0% to 2%,Day Spread 4% to 5%,Hour Spread More than 3%,Daily Volume 1L to 5L,Max Volume Upto 10K,Hour Volume Upto 25K,Min Volume Upto 1K,OI_More than 10L,OI_Up_More_than_10L,1,1,1,1,4,4
